File,BioProject,BioSample,Country,Location,SampleSource,SampleType,SeafoodType
ERR3458583,PRJEB33555,SAMEA5816637,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458584,PRJEB33555,SAMEA5816638,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458585,PRJEB33555,SAMEA5816639,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458586,PRJEB33555,SAMEA5816640,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458587,PRJEB33555,SAMEA5816641,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458588,PRJEB33555,SAMEA5816642,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458589,PRJEB33555,SAMEA5816643,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458590,PRJEB33555,SAMEA5816644,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458591,PRJEB33555,SAMEA5816645,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458592,PRJEB33555,SAMEA5816646,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458593,PRJEB33555,SAMEA5816647,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458594,PRJEB33555,SAMEA5816648,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458595,PRJEB33555,SAMEA5816649,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458596,PRJEB33555,SAMEA5816650,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458597,PRJEB33555,SAMEA5816651,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458598,PRJEB33555,SAMEA5816652,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458599,PRJEB33555,SAMEA5816653,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458600,PRJEB33555,SAMEA5816654,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458601,PRJEB33555,SAMEA5816655,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458602,PRJEB33555,SAMEA5816656,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458603,PRJEB33555,SAMEA5816657,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458604,PRJEB33555,SAMEA5816658,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458605,PRJEB33555,SAMEA5816659,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458606,PRJEB33555,SAMEA5816660,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458607,PRJEB33555,SAMEA5816661,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458608,PRJEB33555,SAMEA5816662,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458609,PRJEB33555,SAMEA5816663,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458610,PRJEB33555,SAMEA5816664,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458611,PRJEB33555,SAMEA5816665,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458612,PRJEB33555,SAMEA5816666,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458613,PRJEB33555,SAMEA5816667,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458614,PRJEB33555,SAMEA5816669,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458615,PRJEB33555,SAMEA5816670,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458616,PRJEB33555,SAMEA5816671,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458617,PRJEB33555,SAMEA5816672,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458618,PRJEB33555,SAMEA5816673,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458619,PRJEB33555,SAMEA5816674,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458620,PRJEB33555,SAMEA5816675,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458621,PRJEB33555,SAMEA5816676,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458622,PRJEB33555,SAMEA5816677,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458623,PRJEB33555,SAMEA5816678,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458624,PRJEB33555,SAMEA5816679,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458625,PRJEB33555,SAMEA5816680,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458626,PRJEB33555,SAMEA5816681,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458627,PRJEB33555,SAMEA5816682,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458628,PRJEB33555,SAMEA5816683,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458629,PRJEB33555,SAMEA5816684,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458630,PRJEB33555,SAMEA5816685,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458631,PRJEB33555,SAMEA5816686,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458632,PRJEB33555,SAMEA5816687,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458633,PRJEB33555,SAMEA5816688,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458634,PRJEB33555,SAMEA5816689,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458635,PRJEB33555,SAMEA5816690,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458636,PRJEB33555,SAMEA5816691,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458637,PRJEB33555,SAMEA5816692,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458638,PRJEB33555,SAMEA5816693,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458639,PRJEB33555,SAMEA5816694,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458640,PRJEB33555,SAMEA5816695,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458641,PRJEB33555,SAMEA5816696,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458642,PRJEB33555,SAMEA5816697,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458643,PRJEB33555,SAMEA5816698,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458644,PRJEB33555,SAMEA5816699,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458645,PRJEB33555,SAMEA5816700,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458646,PRJEB33555,SAMEA5816701,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458647,PRJEB33555,SAMEA5816702,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458648,PRJEB33555,SAMEA5816703,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458649,PRJEB33555,SAMEA5816704,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458650,PRJEB33555,SAMEA5816705,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458651,PRJEB33555,SAMEA5816706,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458652,PRJEB33555,SAMEA5816707,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458653,PRJEB33555,SAMEA5816708,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458654,PRJEB33555,SAMEA5816709,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458655,PRJEB33555,SAMEA5816710,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458656,PRJEB33555,SAMEA5816711,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458657,PRJEB33555,SAMEA5816712,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458658,PRJEB33555,SAMEA5816713,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458659,PRJEB33555,SAMEA5816714,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458660,PRJEB33555,SAMEA5816715,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458661,PRJEB33555,SAMEA5816716,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458662,PRJEB33555,SAMEA5816717,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458663,PRJEB33555,SAMEA5816718,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458664,PRJEB33555,SAMEA5816719,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458665,PRJEB33555,SAMEA5816720,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458666,PRJEB33555,SAMEA5816721,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458667,PRJEB33555,SAMEA5816722,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458668,PRJEB33555,SAMEA5816723,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458669,PRJEB33555,SAMEA5816724,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458670,PRJEB33555,SAMEA5816725,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458671,PRJEB33555,SAMEA5816726,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458672,PRJEB33555,SAMEA5816727,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458673,PRJEB33555,SAMEA5816728,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458674,PRJEB33555,SAMEA5816729,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458675,PRJEB33555,SAMEA5816730,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458676,PRJEB33555,SAMEA5816731,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458677,PRJEB33555,SAMEA5816732,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458678,PRJEB33555,SAMEA5816733,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458679,PRJEB33555,SAMEA5816734,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458680,PRJEB33555,SAMEA5816735,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458681,PRJEB33555,SAMEA5816736,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458682,PRJEB33555,SAMEA5816737,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458683,PRJEB33555,SAMEA5816738,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458684,PRJEB33555,SAMEA5816739,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458685,PRJEB33555,SAMEA5816740,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458686,PRJEB33555,SAMEA5816741,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458687,PRJEB33555,SAMEA5816742,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458688,PRJEB33555,SAMEA5816743,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458689,PRJEB33555,SAMEA5816744,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458690,PRJEB33555,SAMEA5816745,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458691,PRJEB33555,SAMEA5816746,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458692,PRJEB33555,SAMEA5816747,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458693,PRJEB33555,SAMEA5816748,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458694,PRJEB33555,SAMEA5816749,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458695,PRJEB33555,SAMEA5816750,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458696,PRJEB33555,SAMEA5816751,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458697,PRJEB33555,SAMEA5816752,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458698,PRJEB33555,SAMEA5816753,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458699,PRJEB33555,SAMEA5816754,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458700,PRJEB33555,SAMEA5816755,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458701,PRJEB33555,SAMEA5816756,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458702,PRJEB33555,SAMEA5816757,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458703,PRJEB33555,SAMEA5816758,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458704,PRJEB33555,SAMEA5816759,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458705,PRJEB33555,SAMEA5816760,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458706,PRJEB33555,SAMEA5816761,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458707,PRJEB33555,SAMEA5816762,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458708,PRJEB33555,SAMEA5816763,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458709,PRJEB33555,SAMEA5816764,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458710,PRJEB33555,SAMEA5816765,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458711,PRJEB33555,SAMEA5816766,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458712,PRJEB33555,SAMEA5816767,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458713,PRJEB33555,SAMEA5816768,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458714,PRJEB33555,SAMEA5816769,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458715,PRJEB33555,SAMEA5816770,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458716,PRJEB33555,SAMEA5816771,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458717,PRJEB33555,SAMEA5816772,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458718,PRJEB33555,SAMEA5816773,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458719,PRJEB33555,SAMEA5816774,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458720,PRJEB33555,SAMEA5816775,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458721,PRJEB33555,SAMEA5816776,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458722,PRJEB33555,SAMEA5816777,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458723,PRJEB33555,SAMEA5816778,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458724,PRJEB33555,SAMEA5816779,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458725,PRJEB33555,SAMEA5816780,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458726,PRJEB33555,SAMEA5816781,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458727,PRJEB33555,SAMEA5816782,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458728,PRJEB33555,SAMEA5816783,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458729,PRJEB33555,SAMEA5816784,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458730,PRJEB33555,SAMEA5816785,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458731,PRJEB33555,SAMEA5816786,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458732,PRJEB33555,SAMEA5816787,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458733,PRJEB33555,SAMEA5816788,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458734,PRJEB33555,SAMEA5816789,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458735,PRJEB33555,SAMEA5816790,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458736,PRJEB33555,SAMEA5816791,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458737,PRJEB33555,SAMEA5816792,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458738,PRJEB33555,SAMEA5816793,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458739,PRJEB33555,SAMEA5816794,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458740,PRJEB33555,SAMEA5816795,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458741,PRJEB33555,SAMEA5816796,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458742,PRJEB33555,SAMEA5816797,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458743,PRJEB33555,SAMEA5816798,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458744,PRJEB33555,SAMEA5816799,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458745,PRJEB33555,SAMEA5816800,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458746,PRJEB33555,SAMEA5816801,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458747,PRJEB33555,SAMEA5816802,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458748,PRJEB33555,SAMEA5816803,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458749,PRJEB33555,SAMEA5816804,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458750,PRJEB33555,SAMEA5816805,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458751,PRJEB33555,SAMEA5816806,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458752,PRJEB33555,SAMEA5816807,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458753,PRJEB33555,SAMEA5816808,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458754,PRJEB33555,SAMEA5816809,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458755,PRJEB33555,SAMEA5816810,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458756,PRJEB33555,SAMEA5816811,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458757,PRJEB33555,SAMEA5816812,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458758,PRJEB33555,SAMEA5816813,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458759,PRJEB33555,SAMEA5816814,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458760,PRJEB33555,SAMEA5816815,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458761,PRJEB33555,SAMEA5816816,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458762,PRJEB33555,SAMEA5816817,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458763,PRJEB33555,SAMEA5816818,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458764,PRJEB33555,SAMEA5816819,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458765,PRJEB33555,SAMEA5816820,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458766,PRJEB33555,SAMEA5816821,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458767,PRJEB33555,SAMEA5816822,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3458768,PRJEB33555,SAMEA5816823,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3458769,PRJEB33555,SAMEA5816824,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460030,PRJEB33555,SAMEA5816608,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460031,PRJEB33555,SAMEA5816609,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460032,PRJEB33555,SAMEA5816610,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460033,PRJEB33555,SAMEA5816611,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460034,PRJEB33555,SAMEA5816612,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460035,PRJEB33555,SAMEA5816613,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460036,PRJEB33555,SAMEA5816614,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460037,PRJEB33555,SAMEA5816615,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460038,PRJEB33555,SAMEA5816616,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460039,PRJEB33555,SAMEA5816617,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460040,PRJEB33555,SAMEA5816618,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460041,PRJEB33555,SAMEA5816619,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460042,PRJEB33555,SAMEA5816620,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460043,PRJEB33555,SAMEA5816621,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460044,PRJEB33555,SAMEA5816622,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460045,PRJEB33555,SAMEA5816623,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460046,PRJEB33555,SAMEA5816624,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460047,PRJEB33555,SAMEA5816625,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460048,PRJEB33555,SAMEA5816626,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460049,PRJEB33555,SAMEA5816627,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460050,PRJEB33555,SAMEA5816628,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460051,PRJEB33555,SAMEA5816629,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460052,PRJEB33555,SAMEA5816630,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460053,PRJEB33555,SAMEA5816631,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460054,PRJEB33555,SAMEA5816632,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460055,PRJEB33555,SAMEA5816633,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460056,PRJEB33555,SAMEA5816634,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460057,PRJEB33555,SAMEA5816635,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460058,PRJEB33555,SAMEA5816636,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460059,PRJEB33555,SAMEA5816637,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460060,PRJEB33555,SAMEA5816638,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460061,PRJEB33555,SAMEA5816639,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460062,PRJEB33555,SAMEA5816640,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460063,PRJEB33555,SAMEA5816641,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460064,PRJEB33555,SAMEA5816642,France,Buech,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460065,PRJEB33555,SAMEA5816643,France,Buech,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460066,PRJEB33555,SAMEA5816644,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460067,PRJEB33555,SAMEA5816645,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460068,PRJEB33555,SAMEA5816646,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460069,PRJEB33555,SAMEA5816647,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460070,PRJEB33555,SAMEA5816648,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460071,PRJEB33555,SAMEA5816649,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460072,PRJEB33555,SAMEA5816650,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460073,PRJEB33555,SAMEA5816651,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460074,PRJEB33555,SAMEA5816652,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460075,PRJEB33555,SAMEA5816653,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460076,PRJEB33555,SAMEA5816654,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460077,PRJEB33555,SAMEA5816655,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460078,PRJEB33555,SAMEA5816656,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460079,PRJEB33555,SAMEA5816657,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460080,PRJEB33555,SAMEA5816658,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460081,PRJEB33555,SAMEA5816659,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460082,PRJEB33555,SAMEA5816660,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
