Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(altitude),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),host-associated_environmental_package,host_body_site,host_length,host_sex,host_subject_id,host_total_mass,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Temperature,Title
ERR3458735,15Bau1023Ch02A,AMPLICON,501,25747040,PRJEB33555,SAMEA5816790,13488844,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480486,France,Europe,145,France,44.497,4.286,Rosieres,host-associated,midgut,17,male,15Bau1023,60,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816790,ERS3605385,MiSeq,ERS3605385,ERP116356,20,microbiota
ERR3458736,15Bau1023Ch03A,AMPLICON,501,15994589,PRJEB33555,SAMEA5816791,8227701,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480487,France,Europe,145,France,44.497,4.286,Rosieres,host-associated,hindgut,17,male,15Bau1023,60,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816791,ERS3605386,MiSeq,ERS3605386,ERP116356,20,microbiota
ERR3458737,15Bau1023Ch05A,AMPLICON,501,4948126,PRJEB33555,SAMEA5816792,2589729,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480488,France,Europe,145,France,44.497,4.286,Rosieres,host-associated,gills,17,male,15Bau1023,60,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816792,ERS3605387,MiSeq,ERS3605387,ERP116356,20,microbiota
ERR3458738,15Bau1024Ch01A,AMPLICON,501,11083484,PRJEB33555,SAMEA5816793,6308968,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480489,France,Europe,145,France,44.498,4.287,Rosieres,host-associated,skin,17,male,15Bau1024,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816793,ERS3605388,MiSeq,ERS3605388,ERP116356,20,microbiota
ERR3458739,15Bau1024Ch02A,AMPLICON,501,11272647,PRJEB33555,SAMEA5816794,6282401,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480490,France,Europe,145,France,44.498,4.287,Rosieres,host-associated,midgut,17,male,15Bau1024,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816794,ERS3605389,MiSeq,ERS3605389,ERP116356,20,microbiota
ERR3458740,15Bau1024Ch03A,AMPLICON,501,14776191,PRJEB33555,SAMEA5816795,7529825,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480491,France,Europe,145,France,44.498,4.287,Rosieres,host-associated,hindgut,17,male,15Bau1024,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816795,ERS3605390,MiSeq,ERS3605390,ERP116356,20,microbiota
ERR3458741,15Bau1024Ch05A,AMPLICON,501,7379559,PRJEB33555,SAMEA5816796,3796562,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480492,France,Europe,145,France,44.498,4.287,Rosieres,host-associated,gills,17,male,15Bau1024,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816796,ERS3605391,MiSeq,ERS3605391,ERP116356,20,microbiota
ERR3458742,15Bau1025Ch01A,AMPLICON,501,11725665,PRJEB33555,SAMEA5816797,6607292,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480493,France,Europe,145,France,44.499,4.288,Rosieres,host-associated,skin,18,male,15Bau1025,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816797,ERS3605392,MiSeq,ERS3605392,ERP116356,20,microbiota
ERR3458743,15Bau1025Ch02A,AMPLICON,501,19149741,PRJEB33555,SAMEA5816798,9977784,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480494,France,Europe,145,France,44.499,4.288,Rosieres,host-associated,midgut,18,male,15Bau1025,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816798,ERS3605393,MiSeq,ERS3605393,ERP116356,20,microbiota
ERR3458744,15Bau1025Ch03A,AMPLICON,501,11624960,PRJEB33555,SAMEA5816799,6084255,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480495,France,Europe,145,France,44.499,4.288,Rosieres,host-associated,hindgut,18,male,15Bau1025,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816799,ERS3605394,MiSeq,ERS3605394,ERP116356,20,microbiota
ERR3458745,15Bau1025Ch05A,AMPLICON,501,7862746,PRJEB33555,SAMEA5816800,4165559,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480496,France,Europe,145,France,44.499,4.288,Rosieres,host-associated,gills,18,male,15Bau1025,66,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816800,ERS3605395,MiSeq,ERS3605395,ERP116356,20,microbiota
ERR3458746,15Jus1001Ch01A,AMPLICON,501,11143494,PRJEB33555,SAMEA5816801,6154428,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480497,France,Europe,40,France,44.286,4.597,St-Just,host-associated,skin,16,female,15Jus1001,52,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816801,ERS3605396,MiSeq,ERS3605396,ERP116356,27.5,microbiota
ERR3458747,15Jus1001CH02A,AMPLICON,501,13424452,PRJEB33555,SAMEA5816802,7039289,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480498,France,Europe,40,France,44.286,4.597,St-Just,host-associated,midgut,16,female,15Jus1001,52,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816802,ERS3605397,MiSeq,ERS3605397,ERP116356,27.5,microbiota
ERR3458748,15Jus1001Ch03A,AMPLICON,501,9323888,PRJEB33555,SAMEA5816803,4950196,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480499,France,Europe,40,France,44.286,4.597,St-Just,host-associated,hindgut,16,female,15Jus1001,52,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816803,ERS3605398,MiSeq,ERS3605398,ERP116356,27.5,microbiota
ERR3458749,15Jus1001Ch05A,AMPLICON,500,9765414,PRJEB33555,SAMEA5816804,5223316,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480500,France,Europe,40,France,44.286,4.597,St-Just,host-associated,gills,16,female,15Jus1001,52,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816804,ERS3605399,MiSeq,ERS3605399,ERP116356,27.5,microbiota
ERR3458750,15Jus1002Ch01A,AMPLICON,501,9992022,PRJEB33555,SAMEA5816805,5520481,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480501,France,Europe,40,France,44.287,4.598,St-Just,host-associated,skin,22,male,15Jus1002,85,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816805,ERS3605400,MiSeq,ERS3605400,ERP116356,27.5,microbiota
ERR3458751,15Jus1002Ch03A,AMPLICON,501,8057868,PRJEB33555,SAMEA5816806,4325699,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480502,France,Europe,40,France,44.287,4.598,St-Just,host-associated,hindgut,22,male,15Jus1002,85,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816806,ERS3605401,MiSeq,ERS3605401,ERP116356,27.5,microbiota
ERR3458752,15Jus1002Ch05A,AMPLICON,501,12521654,PRJEB33555,SAMEA5816807,6597931,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480503,France,Europe,40,France,44.287,4.598,St-Just,host-associated,gills,22,male,15Jus1002,85,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816807,ERS3605402,MiSeq,ERS3605402,ERP116356,27.5,microbiota
ERR3458753,15Jus1002Ch0A,AMPLICON,501,11067424,PRJEB33555,SAMEA5816808,5843956,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480504,France,Europe,40,France,44.287,4.598,St-Just,host-associated,midgut,22,male,15Jus1002,85,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816808,ERS3605403,MiSeq,ERS3605403,ERP116356,27.5,microbiota
ERR3458754,15Jus1004Ch01A,AMPLICON,501,9902798,PRJEB33555,SAMEA5816809,5516200,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480505,France,Europe,40,France,44.289,4.6,St-Just,host-associated,skin,16,male,15Jus1004,56,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816809,ERS3605404,MiSeq,ERS3605404,ERP116356,27.5,microbiota
ERR3458755,15Jus1004Ch03A,AMPLICON,501,15478600,PRJEB33555,SAMEA5816810,8131037,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480506,France,Europe,40,France,44.289,4.6,St-Just,host-associated,hindgut,16,male,15Jus1004,56,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:51Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816810,ERS3605405,MiSeq,ERS3605405,ERP116356,27.5,microbiota
ERR3458756,15Jus1004Ch05A,AMPLICON,501,11240446,PRJEB33555,SAMEA5816811,6022808,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480507,France,Europe,40,France,44.289,4.6,St-Just,host-associated,gills,16,male,15Jus1004,56,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816811,ERS3605406,MiSeq,ERS3605406,ERP116356,27.5,microbiota
ERR3458757,15Jus1004Ch0A,AMPLICON,501,11911985,PRJEB33555,SAMEA5816812,6281361,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480508,France,Europe,40,France,44.289,4.6,St-Just,host-associated,midgut,16,male,15Jus1004,56,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816812,ERS3605407,MiSeq,ERS3605407,ERP116356,27.5,microbiota
ERR3458758,15Jus1006Ch01A,AMPLICON,501,10859266,PRJEB33555,SAMEA5816813,5927486,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480509,France,Europe,40,France,44.291,4.602,St-Just,host-associated,skin,15,neuter,15Jus1006,41,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816813,ERS3605408,MiSeq,ERS3605408,ERP116356,27.5,microbiota
ERR3458759,15Jus1006Ch03A,AMPLICON,501,6713739,PRJEB33555,SAMEA5816814,3771185,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480510,France,Europe,40,France,44.291,4.602,St-Just,host-associated,hindgut,15,neuter,15Jus1006,41,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816814,ERS3605409,MiSeq,ERS3605409,ERP116356,27.5,microbiota
ERR3458760,15Jus1006Ch05A,AMPLICON,501,5653820,PRJEB33555,SAMEA5816815,3098833,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480511,France,Europe,40,France,44.291,4.602,St-Just,host-associated,gills,15,neuter,15Jus1006,41,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816815,ERS3605410,MiSeq,ERS3605410,ERP116356,27.5,microbiota
ERR3458761,15Jus1006Ch0A,AMPLICON,501,11404772,PRJEB33555,SAMEA5816816,6131039,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480512,France,Europe,40,France,44.291,4.602,St-Just,host-associated,midgut,15,neuter,15Jus1006,41,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816816,ERS3605411,MiSeq,ERS3605411,ERP116356,27.5,microbiota
ERR3458762,15Jus1007Ch01A,AMPLICON,501,12609725,PRJEB33555,SAMEA5816817,7167828,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480513,France,Europe,40,France,44.292,4.603,St-Just,host-associated,skin,17,male,15Jus1007,51,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816817,ERS3605412,MiSeq,ERS3605412,ERP116356,27.5,microbiota
ERR3458763,15Jus1007Ch03A,AMPLICON,501,8072127,PRJEB33555,SAMEA5816818,4264565,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480514,France,Europe,40,France,44.292,4.603,St-Just,host-associated,hindgut,17,male,15Jus1007,51,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816818,ERS3605413,MiSeq,ERS3605413,ERP116356,27.5,microbiota
ERR3458764,15Jus1007Ch05A,AMPLICON,500,4826017,PRJEB33555,SAMEA5816819,2580237,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480515,France,Europe,40,France,44.292,4.603,St-Just,host-associated,gills,17,male,15Jus1007,51,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816819,ERS3605414,MiSeq,ERS3605414,ERP116356,27.5,microbiota
ERR3458765,15Jus1007Ch0A,AMPLICON,501,10437929,PRJEB33555,SAMEA5816820,5611178,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480516,France,Europe,40,France,44.292,4.603,St-Just,host-associated,midgut,17,male,15Jus1007,51,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816820,ERS3605415,MiSeq,ERS3605415,ERP116356,27.5,microbiota
ERR3458766,15Jus1008Ch01A,AMPLICON,501,5914955,PRJEB33555,SAMEA5816821,3449514,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3480517,France,Europe,40,France,44.293,4.604,St-Just,host-associated,skin,16,neuter,15Jus1008,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816821,ERS3605416,MiSeq,ERS3605416,ERP116356,27.5,microbiota
ERR3458767,15Jus1008Ch03A,AMPLICON,501,10369412,PRJEB33555,SAMEA5816822,5487725,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3480518,France,Europe,40,France,44.293,4.604,St-Just,host-associated,hindgut,16,neuter,15Jus1008,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816822,ERS3605417,MiSeq,ERS3605417,ERP116356,27.5,microbiota
ERR3458768,15Jus1008Ch05A,AMPLICON,501,5888696,PRJEB33555,SAMEA5816823,3183246,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3480519,France,Europe,40,France,44.293,4.604,St-Just,host-associated,gills,16,neuter,15Jus1008,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816823,ERS3605418,MiSeq,ERS3605418,ERP116356,27.5,microbiota
ERR3458769,15Jus1008Ch0A,AMPLICON,501,12869392,PRJEB33555,SAMEA5816824,6686890,AIX MARSEILLE UNIVERSITE,7/21/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3480520,France,Europe,40,France,44.293,4.604,St-Just,host-associated,midgut,16,neuter,15Jus1008,43,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:52Z,public,Illumina MiSeq,bacteria_archaea,Run1,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816824,ERS3605419,MiSeq,ERS3605419,ERP116356,27.5,microbiota
